gene_ID,C_0,C_15,C_30,C_60,S_0,S_15,S_30,S_60,WT_0,WT_15,WT_30,WT_60,log2fc_C_0_WT_0,log2fc_C_15_WT_15,log2fc_C_30_WT_30,log2fc_C_60_WT_60,log2fc_S_0_WT_0,log2fc_S_15_WT_15,log2fc_S_30_WT_30,log2fc_S_60_WT_60,qC_0_WT_0,qC_15_WT_15,qC_30_WT_30,qC_60_WT_60,qS_0_WT_0,qS_15_WT_15,qS_30_WT_30,qS_60_WT_60,cluster
AT1G67750,10.6825,14.8116,8.19351,2.63584,9.14869,13.4089,9.81027,3.32564,5.52793,6.30012,4.85107,2.26836,-0.950439,-1.23328,-0.756177,-0.216608,-0.726825,-1.08974,-1.01599,-0.551982,0.2228,0.0171885,0.328746,0.999842,0.502071,0.0495276,0.0743116,0.991599,8
AT1G72970,5.64801,5.94192,4.57674,2.23914,5.14041,4.74765,5.40216,3.10516,4.1941,3.84269,2.17378,2.20402,-0.429382,-0.628813,-1.07411,-0.0228064,-0.293521,-0.305098,-1.31333,-0.494533,0.999842,0.73507,0.112882,0.999842,0.999842,0.999842,0.0220541,0.999261,8
AT1G02460,1.90288,2.73399,3.21796,1.6825,2.31937,3.10612,3.94116,1.39167,0.745547,1.15051,0.948316,1.43556,-1.35181,-1.24874,-1.7627,-0.228997,-1.63736,-1.43284,-2.05518,0.0447955,0.147916,0.217105,0.0255307,0.999842,0.0410864,0.110213,0.00225554,0.999842,8
AT1G17710,0.91461,2.91714,0.817312,1.40745,1.40331,1.9687,0.758308,0.268053,1.39772,0.333617,1.26052,1.02724,0.611848,-3.12829,0.625063,-0.454305,-0.00575511,-2.56098,0.733165,1.93819,0.999842,0.0104867,0.999842,0.999842,0.999842,0.0410864,0.999842,0.264585,8
AT1G20160,12.6549,11.3583,10.7622,12.3687,18.0879,16.8312,17.1168,18.6322,3.63729,7.46247,4.85631,6.57113,-1.79876,-0.606016,-1.14804,-0.912478,-2.31408,-1.17341,-1.81748,-1.50359,0.00225554,0.563158,0.0146178,0.0881169,0.00225554,0.0196585,0.00225554,0.00225554,8
AT1G24260,13.7609,12.5858,12.6749,6.20396,18.4471,14.3912,14.5803,11.8864,0.979324,0.40304,0.914177,0.464772,-3.81264,-4.96473,-3.79335,-3.73859,-4.23547,-5.15812,-3.99541,-4.67664,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,8
AT1G28290,4.68159,6.2995,7.41073,6.1927,5.24864,8.67949,6.41592,5.63314,2.5195,4.10928,2.08448,2.28807,-0.893862,-0.61635,-1.82993,-1.43643,-1.05881,-1.07872,-1.62197,-1.29981,0.464437,0.825946,0.00225554,0.0567395,0.289749,0.160184,0.00901084,0.113551,8
AT1G34060,12.5175,20.9969,13.3904,18.5137,10.2155,17.1424,11.5262,23.3285,6.34904,4.39217,5.06083,3.50629,-0.979335,-2.25717,-1.40375,-2.40058,-0.686144,-1.96456,-1.18748,-2.73408,0.377662,0.00225554,0.0341157,0.00225554,0.711865,0.00225554,0.0782252,0.00225554,8
AT1G60960,11.2814,18.9783,11.4836,6.5667,9.61035,16.6806,11.3109,5.8754,8.4985,5.11438,6.45692,3.74589,-0.408665,-1.89172,-0.830655,-0.809859,-0.177381,-1.70554,-0.8088,-0.649376,0.999842,0.00225554,0.268098,0.347065,0.999842,0.00225554,0.231434,0.62502,8
AT1G70830,37.0014,63.4357,66.3072,51.6966,45.6564,63.8186,67.3544,66.6186,15.1614,30.7504,20.7494,23.6722,-1.28717,-1.04469,-1.67609,-1.12687,-1.59041,-1.05337,-1.6987,-1.49273,0.00225554,0.0476943,0.00225554,0.0220541,0.00225554,0.0351302,0.00225554,0.00225554,8
AT1G73010,7.40852,20.0987,6.83802,7.61188,10.6264,15.4367,9.25365,5.11045,5.13424,4.12105,8.22869,4.96514,-0.529035,-2.28602,0.267085,-0.616418,-1.04943,-1.90528,-0.169361,-0.0416146,0.881901,0.00225554,0.999842,0.863847,0.233301,0.00415009,0.999842,0.999842,8
AT1G73330,31.0713,49.5936,50.8653,26.0999,43.9819,57.0886,38.4041,44.23,4.65395,9.6737,6.16332,5.53204,-2.73906,-2.35802,-3.0449,-2.23816,-3.24038,-2.56106,-2.63948,-2.99914,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,8
AT1G80130,31.4992,56.5113,36.766,39.4625,38.0799,59.4308,41.2847,33.2167,25.4264,20.8489,22.2094,18.132,-0.308989,-1.43857,-0.727199,-1.12195,-0.582704,-1.51124,-0.894436,-0.87337,0.999842,0.00901084,0.304433,0.0531779,0.473853,0.00587253,0.0895647,0.141993,8
AT2G14890,25.4468,26.4036,24.851,25.5204,28.1977,25.9673,24.6849,23.4922,10.757,14.7739,10.1809,13.8715,-1.24221,-0.837686,-1.28743,-0.879527,-1.3903,-0.813648,-1.27776,-0.760058,0.0391221,0.305976,0.0171885,0.214175,0.015928,0.348193,0.0171885,0.375597,8
AT2G24762,23.3857,31.1259,24.7209,21.1683,27.5999,29.852,28.2617,24.2955,18.7953,12.9616,14.3365,17.102,-0.315254,-1.26387,-0.786042,-0.30774,-0.55429,-1.20358,-0.979159,-0.506523,0.999842,0.0196585,0.212178,0.999842,0.625437,0.0118963,0.0610611,0.850858,8
AT2G27402,40.3458,56.3951,49.9665,35.6466,45.0122,51.0731,43.0827,29.7494,28.3683,26.2124,20.8343,16.7477,-0.508137,-1.10532,-1.262,-1.0898,-0.666037,-0.962315,-1.04815,-0.828895,0.866514,0.0627796,0.0243883,0.0401162,0.572343,0.151467,0.0820379,0.233301,8
AT2G36120,118.62,160.797,194.701,213.088,183.645,158.771,175.267,160.21,51.7625,82.0641,75.7638,72.4026,-1.19637,-0.970416,-1.36168,-1.55734,-1.82694,-0.952122,-1.20997,-1.14585,0.00225554,0.0751204,0.00225554,0.00225554,0.00225554,0.0873508,0.00225554,0.00587253,8
AT2G37870,14.2827,74.6372,11.6741,31.3762,51.5005,35.6134,75.4038,32.1946,7.57497,8.02161,4.19472,25.0187,-0.914954,-3.21793,-1.47666,-0.326661,-2.76528,-2.15046,-4.16799,-0.363809,0.476848,0.00225554,0.0644722,0.999842,0.00225554,0.00225554,0.00225554,0.999842,8
AT2G38310,68.8927,92.4865,92.7852,55.6172,54.455,93.4805,81.8875,45.4593,52.8176,70.1876,45.1034,35.2155,-0.383333,-0.398027,-1.04066,-0.65932,-0.0440466,-0.41345,-0.860408,-0.368365,0.985241,0.999842,0.0208548,0.306375,0.999842,0.999842,0.104061,0.954596,8
AT2G44460,0.670656,2.478,1.05684,2.07703,1.14755,1.32533,1.7281,0.467802,1.67736,0.457141,1.21657,0.0872178,1.32254,-2.43847,0.203073,-4.57376,0.54763,-1.53564,-0.506361,-2.4232,0.289749,0.0171885,0.999842,0.00225554,0.999842,0.246311,0.999842,0.147916,8
AT2G31730,4.92955,5.214,5.19522,8.14452,6.49259,5.35524,5.24216,9.55739,1.62545,2.27481,1.88332,6.05052,-1.60062,-1.19665,-1.46391,-0.42877,-1.99796,-1.23521,-1.47688,-0.659557,0.0627796,0.266759,0.0766814,0.999842,0.0171885,0.228557,0.0686527,0.670158,8
AT2G34300,6.43141,7.23386,7.87968,5.67919,7.84759,6.70097,8.67942,6.19213,3.85559,4.60619,4.53432,4.45267,-0.738182,-0.651192,-0.797252,-0.351014,-1.0253,-0.540798,-0.936714,-0.475764,0.292303,0.550604,0.196151,0.999842,0.0449349,0.749324,0.0766814,0.80444,8
AT2G34490,14.7365,32.057,16.837,16.0012,17.4415,17.8889,13.3618,15.787,10.8357,14.6493,10.5858,7.67513,-0.443598,-1.1298,-0.6695,-1.05992,-0.686733,-0.288225,-0.335982,-1.04048,0.882485,0.0341157,0.392698,0.0330747,0.331041,0.999842,0.999842,0.0371458,8
AT2G35120,21.2546,28.9505,22.3559,20.0096,24.351,27.38,25.9683,17.4398,11.3594,14.1128,12.7378,12.2326,-0.903886,-1.03659,-0.811537,-0.709966,-1.10009,-0.956123,-1.02763,-0.511656,0.129045,0.0627796,0.22092,0.367998,0.0208548,0.104061,0.0670039,0.77239,8
AT2G37130,10.8431,11.3368,7.95557,15.712,16.1686,11.7197,19.3043,13.2429,4.71612,5.02704,6.38482,11.8332,-1.2011,-1.17323,-0.317319,-0.409027,-1.77752,-1.22115,-1.5962,-0.162381,0.105412,0.0751204,0.999842,0.999842,0.00415009,0.0602062,0.00225554,0.999842,8
AT2G37640,13.2693,16.8738,12.0354,5.74215,12.082,14.9814,16.0717,4.28127,9.25227,8.7849,5.6355,2.74767,-0.520211,-0.941689,-1.09467,-1.06338,-0.384984,-0.770074,-1.51191,-0.639834,0.815489,0.160763,0.0627796,0.215161,0.999842,0.393707,0.00225554,0.82486,8
AT2G37900,3.11147,5.77978,5.77919,5.27482,4.17427,5.28713,5.05973,5.19375,1.21256,3.26759,1.61232,2.52897,-1.35954,-0.822784,-1.84173,-1.06057,-1.78346,-0.694257,-1.64992,-1.03823,0.104061,0.413285,0.00225554,0.147337,0.0171885,0.644021,0.0146178,0.174723,8
AT2G39310,8.93191,16.7498,14.285,12.6062,14.3246,20.9273,18.5184,18.4452,0.499889,0.796266,0.406882,0.555172,-4.15929,-4.39475,-5.13374,-4.50506,-4.84074,-4.71599,-5.5082,-5.05417,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,8
AT2G44300,7.93978,10.5343,9.67113,9.50308,8.3987,10.8393,11.6753,9.77324,3.74905,6.9559,4.47237,5.48057,-1.08257,-0.59878,-1.11264,-0.79407,-1.16364,-0.63996,-1.38434,-0.834511,0.237594,0.810832,0.15377,0.50501,0.182805,0.751211,0.0486053,0.446948,8
AT3G16450,6.80379,8.45127,8.20103,9.95041,9.15368,8.64908,7.40133,11.1898,0.228344,0.575347,0.173604,0.920055,-4.89706,-3.87666,-5.56193,-3.43496,-5.32507,-3.91004,-5.41391,-3.60432,0.999842,0.490602,0.00225554,0.00225554,0.999842,0.483972,0.00225554,0.00225554,8
AT3G16770,71.7743,93.4454,69.5818,70.5082,65.194,90.0771,62.7489,66.7738,61.444,35.345,46.7874,36.3618,-0.224195,-1.40262,-0.57259,-0.955369,-0.0854652,-1.34965,-0.42347,-0.876861,0.999842,0.0118963,0.761911,0.131558,0.999842,0.0146178,0.968697,0.173618,8
AT3G21950,1.92339,3.63116,2.37205,1.8256,2.22853,2.89182,2.84187,2.53317,0.766517,0.881863,0.467864,1.17881,-1.32726,-2.04181,-2.34197,-0.631035,-1.5397,-1.71335,-2.60268,-1.10361,0.300381,0.0299199,0.0277452,0.999842,0.166435,0.0983019,0.0132684,0.406578,8
AT3G25290,6.54234,17.7959,7.88604,9.315,6.07782,8.74466,7.23328,8.32574,8.48341,2.34038,4.99561,11.5363,0.374837,-2.92673,-0.658641,0.308559,0.481092,-1.90166,-0.533989,0.470537,0.999842,0.00225554,0.683039,0.999842,0.999842,0.00748685,0.916533,0.999842,8
AT3G28160,28.5722,29.2535,36.8231,19.3715,34.971,35.0274,36.7106,19.6485,17.9049,20.8959,18.3867,9.62217,-0.674258,-0.485385,-1.00194,-1.0095,-0.965806,-0.745261,-0.997531,-1.02999,0.261432,0.779634,0.028818,0.0232287,0.0320121,0.278444,0.0232287,0.0208548,8
AT3G28840,10.5862,15.0336,12.4127,9.90498,7.61108,13.3901,13.4656,9.43787,5.61667,6.25935,6.27422,5.54085,-0.914398,-1.2641,-0.98431,-0.838048,-0.438387,-1.09709,-1.10177,-0.768355,0.131558,0.0132684,0.0702626,0.206797,0.948937,0.0467763,0.0255307,0.28936,8
AT3G45680,1.2364,2.37062,1.84954,2.23075,1.71975,2.6459,2.46188,2.93119,0.566413,0.971595,0.573294,1.00752,-1.12622,-1.28684,-1.68982,-1.14672,-1.60227,-1.44533,-2.10242,-1.54067,0.436241,0.235211,0.0602062,0.323434,0.106108,0.122094,0.0104867,0.0835581,8
AT3G58780,0.360033,0.251624,0.0942971,0.324824,0.344798,0.306553,0.331227,0.272771,0,0.0190178,0.0489514,0.0800489,65535,-3.72585,-0.945864,-2.02071,65535,-4.01071,-2.7584,-1.76873,0.0476943,1,1,0.999842,0.0486053,0.411363,0.832935,1,8
AT3G61490,3.94435,4.38308,4.50567,3.03683,4.5843,4.92413,5.53191,2.47579,1.68469,2.68937,2.30866,2.03638,-1.2273,-0.704674,-0.964688,-0.57656,-1.44422,-0.872598,-1.26073,-0.281885,0.0924983,0.677077,0.254848,0.951759,0.0309671,0.396903,0.0467763,0.999842,8
AT3G02040,11.7285,17.0974,8.19646,6.37683,19.3676,13.3656,7.99888,5.65281,10.7149,4.09925,10.3298,6.83062,-0.130396,-2.06035,0.33374,0.0991778,-0.854029,-1.70509,0.368943,0.273048,0.999842,0.00225554,0.999842,0.999842,0.572099,0.0266529,0.999842,0.999842,8
AT3G12610,16.0183,10.8993,5.78878,4.1201,14.8872,11.0358,10.4238,3.67923,6.72625,3.47737,2.07103,1.99608,-1.25185,-1.64816,-1.48291,-1.04551,-1.1462,-1.66612,-2.33146,-0.882234,0.0184341,0.00587253,0.0341157,0.304814,0.0266529,0.00587253,0.00225554,0.492255,8
AT3G12710,0.149556,0.39939,0.210292,0.30524,0.289869,0.623236,0.34521,0.410777,0.0942662,0,0.0330597,0.417907,-0.665876,65535,-2.66925,0.453237,-1.62059,65535,-3.38433,0.0248269,1,0.00225554,1,0.999842,1,0.00225554,0.368324,0.999842,8
AT3G19550,10.5624,13.3927,9.85255,9.00951,7.40795,7.81448,9.44129,8.13629,5.47945,3.92331,7.67987,7.95523,-0.946839,-1.77131,-0.359415,-0.179544,-0.435042,-0.994078,-0.297902,-0.0324674,0.505349,0.042046,0.999842,0.999842,0.999842,0.50501,0.999842,0.999842,8
AT3G22142,0.634914,0.584116,0.973862,0.592457,0.792679,0.763657,1.67742,1.08302,0.0937774,0.0597334,0.129728,0.255716,-2.75925,-3.28964,-2.90823,-1.21217,-3.07942,-3.67631,-3.69269,-2.08245,0.0171885,0.0430158,0.0118963,0.410725,0.00587253,0.0255307,0.00415009,0.0320121,8
AT3G29644,6.5946,5.45695,5.5959,5.12338,4.93873,5.48394,4.76978,4.87227,1.36524,0.993726,1.60499,0.929284,-2.27213,-2.45718,-1.80181,-2.4629,-1.85498,-2.46429,-1.57136,-2.3904,0.0381382,0.0381382,0.0751204,0.0220541,0.0702626,0.0361308,0.168128,0.0812702,8
AT3G45160,35.7123,35.4887,37.9051,27.7771,41.125,42.2321,42.3933,29.9568,17.2355,19.568,16.6575,17.5958,-1.05104,-0.858864,-1.18622,-0.658667,-1.25463,-1.10985,-1.34767,-0.767655,0.0751204,0.270608,0.0381382,0.56537,0.0146178,0.0702626,0.0104867,0.38978,8
AT3G49570,49.912,162.823,90.5281,116.296,77.8034,74.7224,68.0555,64.6024,70.9095,36.7761,77.3291,77.2466,0.506594,-2.14647,-0.227354,-0.590254,-0.133853,-1.02277,0.184299,0.257885,0.999842,0.00901084,0.999842,0.779309,0.999842,0.364905,0.999842,0.999842,8
AT3G49580,114.066,359.389,250.251,222.242,158.144,166.484,161.222,104.623,203.225,44.5514,172.065,111.379,0.833209,-3.01201,-0.540421,-0.996657,0.36184,-1.90184,0.0939081,0.0902774,0.733459,0.00225554,0.999842,0.429769,0.999842,0.0299199,0.999842,0.999842,8
AT3G54260,4.31204,7.62564,6.16343,4.94563,4.25383,7.88623,6.86567,4.35051,2.56012,4.64463,2.66788,2.23044,-0.75216,-0.715294,-1.20804,-1.14883,-0.732552,-0.763772,-1.36371,-0.963857,0.657609,0.581726,0.093231,0.201783,0.680829,0.49636,0.0361308,0.379669,8
AT3G55240,19.4852,26.5879,15.015,25.162,11.1232,14.4023,11.1888,25.0163,7.07967,3.70153,4.2144,12.0006,-1.46062,-2.84458,-1.833,-1.06814,-0.651815,-1.96011,-1.40865,-1.05976,0.0330747,0.00225554,0.0132684,0.0858357,0.779458,0.00901084,0.0873508,0.0858357,8
AT3G61820,32.0078,33.1928,36.3657,43.7721,35.0459,30.7078,39.1855,44.5554,15.7365,17.0251,18.2839,27.9555,-1.02431,-0.963204,-0.992008,-0.646879,-1.15513,-0.85094,-1.09975,-0.672469,0.0220541,0.0593278,0.0430158,0.350015,0.0104867,0.140177,0.0118963,0.310689,8
AT4G12890,0.0953677,0.298848,0.108158,0.157215,0.162255,0.480529,0.154803,0.0456921,0,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,1,1,1,1,1,0.00225554,1,1,8
AT4G12960,1.93439,1.74316,1.09013,1.0209,1.68729,0.966616,1.48236,1.97138,0.0308451,0,0,0.0959505,-5.9707,65535,65535,-3.41141,-5.77352,65535,65535,-4.36077,0.939553,0.00225554,0.00225554,0.995368,0.939553,0.00225554,0.00225554,0.981947,8
AT4G14270,11.7727,34.8164,22.6439,23.6711,7.52413,20.3087,12.4148,19.8471,12.8419,5.39214,21.8956,16.2782,0.125414,-2.69084,-0.0484792,-0.540182,0.771268,-1.91317,0.81858,-0.285989,0.999842,0.00225554,0.999842,0.898669,0.604416,0.0118963,0.684213,0.999842,8
AT4G15910,9.76545,17.9872,12.3472,10.7924,14.4855,13.5297,20.856,7.08806,11.9152,8.47217,6.95335,10.6101,0.287041,-1.08617,-0.828401,-0.02458,-0.281815,-0.675328,-1.58468,0.581974,0.999842,0.20829,0.456246,0.999842,0.999842,0.752088,0.00415009,0.946942,8
AT4G37770,0.837553,1.06269,0.625825,1.92472,1.02395,1.06811,1.12746,1.72719,0.501763,0.430225,0.119344,1.01225,-0.739174,-1.30456,-2.39064,-0.92708,-1.02907,-1.31189,-3.23989,-0.770852,0.999842,0.407522,0.176938,0.570569,0.774332,0.42677,0.0476943,0.797499,8
AT4G02290,0.648595,0.938159,0.85308,0.619337,0.610754,1.32941,0.857117,0.825827,0.169877,0.233732,0.128877,0.252057,-1.93283,-2.00498,-2.72668,-1.29697,-1.8461,-2.50786,-2.73349,-1.71209,0.415827,0.125282,0.0858357,0.648452,0.453402,0.0341157,0.0850726,0.318075,8
AT4G18970,7.17896,8.31577,5.71828,2.63769,6.43496,6.9077,9.38003,5.12455,3.84404,2.15431,1.59941,1.95769,-0.901152,-1.94862,-1.83804,-0.430128,-0.743308,-1.68098,-2.55205,-1.38828,0.374172,0.00225554,0.00748685,0.999842,0.607452,0.0171885,0.00225554,0.0888337,8
AT4G19380,0.904121,0.9345,0.529093,0.205609,0.986707,0.898335,0.802498,0.379441,0.236641,0.387177,0.104705,0.0719365,-1.93382,-1.2712,-2.33718,-1.51511,-2.05992,-1.21426,-2.93816,-2.39908,0.0702626,0.386749,0.0627796,1,0.0476943,0.430988,0.0171885,0.183871,8
AT4G23680,51.8498,123.591,71.9207,84.1836,100.421,126.594,116.814,116.38,20.4288,31.4047,14.314,45.1258,-1.34373,-1.97652,-2.32898,-0.899585,-2.29739,-2.01116,-3.02872,-1.36682,0.0805217,0.00225554,0.00225554,0.430673,0.00225554,0.00225554,0.00225554,0.0961276,8
AT4G28250,18.5431,33.4494,26.5249,12.2165,18.355,30.8108,25.3909,11.7577,10.5419,14.0379,11.6109,6.44229,-0.814748,-1.25265,-1.19187,-0.923183,-0.800034,-1.13411,-1.12884,-0.867964,0.248182,0.0171885,0.0220541,0.198234,0.242196,0.0567395,0.0341157,0.271438,8
AT4G30290,6.745,11.3744,6.1895,11.8219,7.49291,8.03647,13.0477,9.85051,2.99092,2.71741,3.05083,5.61637,-1.17323,-2.06548,-1.02062,-1.07375,-1.32494,-1.56433,-2.09652,-0.81056,0.15377,0.00225554,0.23665,0.146158,0.0686527,0.0299199,0.00225554,0.498828,8
AT4G30450,19.3108,48.3011,35.3198,57.6524,31.0365,37.057,32.5255,47.8699,11.8786,30.6549,19.076,28.1235,-0.701043,-0.655938,-0.888715,-1.03561,-1.3856,-0.27363,-0.769811,-0.767343,0.509719,0.516816,0.158406,0.0255307,0.00901084,0.999842,0.326499,0.218547,8
AT4G30460,32.3781,95.994,65.6665,115.257,64.6027,67.726,74.6131,100.752,17.8291,51.0025,29.8055,80.3903,-0.860787,-0.912377,-1.13958,-0.519764,-1.85736,-0.409142,-1.32385,-0.325714,0.118149,0.150873,0.00415009,0.7482,0.00225554,0.961321,0.00225554,0.999842,8
AT4G35750,40.4779,53.2795,30.3936,38.8099,41.9382,42.3707,30.4344,38.2397,34.7563,22.035,31.8896,42.6568,-0.21986,-1.27378,0.0693202,0.136349,-0.27099,-0.943269,0.0673809,0.157703,0.999842,0.0243883,0.999842,0.999842,0.999842,0.11754,0.999842,0.999842,8
AT4G36180,2.25155,2.40193,2.33485,2.09987,2.7273,2.66674,3.19185,2.85223,0.941121,1.05051,0.923088,1.01604,-1.25847,-1.1931,-1.33879,-1.04735,-1.53502,-1.34399,-1.78985,-1.48914,0.0710676,0.0997117,0.0449349,0.166435,0.0208548,0.0391221,0.00415009,0.0132684,8
AT4G37800,198.147,233.746,135.526,108.351,214.588,172.935,178.39,100.578,123.519,110.256,81.4923,51.3976,-0.68184,-1.08409,-0.733838,-1.07594,-0.796836,-0.649377,-1.1303,-0.968543,0.315677,0.0266529,0.233755,0.0391221,0.161345,0.430091,0.0104867,0.0486053,8
AT5G03545,17.169,35.6009,22.8276,24.8627,26.4979,29.2017,17.1196,21.7451,12.1006,3.71475,11.9023,7.24218,-0.504725,-3.26058,-0.939541,-1.77949,-1.1308,-2.97471,-0.524414,-1.58619,0.999842,0.00225554,0.27978,0.00587253,0.20829,0.00225554,0.8952,0.0146178,8
AT5G05960,56.3185,69.6575,62.8016,59.7674,63.5655,75.7327,83.1556,69.789,7.56639,15.5657,12.8204,22.4773,-2.89593,-2.16191,-2.29236,-1.41089,-3.07057,-2.28255,-2.69737,-1.63453,0.00225554,0.00225554,0.00225554,0.0835581,0.00225554,0.00225554,0.00225554,0.0361308,8
AT5G14920,3.61803,6.60209,4.86182,6.31845,5.18537,5.98253,8.64478,7.06458,2.23609,3.349,2.19278,3.77118,-0.694224,-0.979192,-1.14873,-0.744554,-1.21347,-0.837025,-1.97907,-0.905586,0.81416,0.385726,0.23665,0.584856,0.1642,0.57714,0.00225554,0.3457,8
AT5G16530,9.77053,8.49824,7.88817,7.4078,8.70194,8.03093,6.30432,5.05852,5.60228,4.31214,5.82082,2.4743,-0.802422,-0.97876,-0.438468,-1.58202,-0.635323,-0.897163,-0.115117,-1.0317,0.367691,0.268098,0.999842,0.0351302,0.677077,0.375951,0.999842,0.298776,8
AT5G17980,2.00066,1.7982,2.59092,1.73534,2.58095,2.3981,2.08322,1.58734,1.04721,1.58547,1.21771,1.1294,-0.933926,-0.181647,-1.08929,-0.619661,-1.30135,-0.596981,-0.774643,-0.491057,0.245824,0.999842,0.120122,0.757769,0.0401162,0.777524,0.485153,0.98444,8
AT5G19470,7.30098,39.6622,24.5773,26.7149,38.5896,52.0604,20.8432,15.3331,19.7488,10.0527,13.2592,4.3275,1.4356,-1.98018,-0.890339,-2.62604,-0.966446,-2.3726,-0.652586,-1.82504,0.0653304,0.00415009,0.491695,0.00225554,0.540173,0.00225554,0.709401,0.00748685,8
AT5G20150,19.0135,28.4548,19.0004,14.9141,28.9982,24.5524,18.3919,13.6053,19.5006,12.5056,22.1622,19.1017,0.0364962,-1.1861,0.222071,0.357028,-0.572442,-0.973292,0.269032,0.48953,0.999842,0.0381382,0.999842,0.999842,0.775112,0.144948,0.999842,0.806603,8
AT5G42720,18.2502,15.2972,15.3434,14.3406,16.5261,14.7611,16.016,12.6265,9.09672,10.5448,9.52715,9.73626,-1.0045,-0.536743,-0.687501,-0.558668,-0.86133,-0.48527,-0.749395,-0.375013,0.0401162,0.694238,0.380365,0.692129,0.112882,0.807312,0.295493,0.999842,8
AT5G49160,3.61546,4.25143,3.50032,2.59839,4.00223,4.64871,4.40951,3.16494,2.61799,2.54595,2.01784,1.64951,-0.465719,-0.739741,-0.794677,-0.655583,-0.612344,-0.868624,-1.12781,-0.940145,0.805981,0.411945,0.249058,0.488703,0.461609,0.242196,0.0266529,0.0895647,8
AT5G61290,4.32196,7.79855,6.04244,4.861,6.12794,7.13812,7.28237,5.82512,1.11228,2.05625,1.68226,1.41793,-1.95817,-1.92319,-1.84473,-1.77746,-2.46189,-1.79553,-2.11401,-2.0385,0.0812702,0.0255307,0.0184341,0.0718803,0.0132684,0.0410864,0.00587253,0.0299199,8
AT5G01600,493.253,608.608,545.757,387.407,480.819,597.002,486.085,474.701,546.399,260.621,549.75,303.122,0.147628,-1.22356,0.010519,-0.353952,0.184461,-1.19578,0.177568,-0.64712,0.999842,0.0558756,0.999842,0.999842,0.999842,0.0486053,0.999842,0.48596,8
AT5G07030,3.70466,6.60169,6.21217,6.08571,4.19537,6.23077,5.46706,6.46702,1.71206,3.04668,2.03027,4.74181,-1.11361,-1.1156,-1.61343,-0.359988,-1.29306,-1.03217,-1.42909,-0.447666,0.219061,0.149046,0.0184341,0.999842,0.0997117,0.238941,0.0486053,0.999842,8
AT5G08380,12.5419,19.1751,12.1405,12.8693,18.3075,16.8923,20.8394,14.2888,11.9668,12.5713,9.83823,11.9186,-0.0677109,-0.609092,-0.303361,-0.110712,-0.613394,-0.426229,-1.08284,-0.261669,0.999842,0.583944,0.999842,0.999842,0.431634,0.972472,0.0171885,0.999842,8
AT5G20790,10.3143,18.4229,8.20272,7.23919,18.4767,16.3747,7.75881,3.48103,8.58691,4.9266,6.30198,5.31631,-0.264433,-1.90283,-0.380298,-0.445403,-1.10549,-1.7328,-0.30003,0.610912,0.999842,0.0220541,0.999842,0.999842,0.344564,0.0522654,0.999842,0.999842,8
AT5G22460,3.94271,6.86705,2.5049,5.51029,6.78305,6.11455,8.69653,3.38819,1.82361,0.510214,0.651222,3.4572,-1.11239,-3.75052,-1.94353,-0.672525,-1.89514,-3.58307,-3.73922,0.0290885,0.317634,0.00225554,0.0208548,0.999842,0.0146178,0.00225554,0.00225554,0.999842,8
AT5G35935,1.21764,1.13456,1.15505,1.45598,1.26646,1.14724,1.14908,1.18156,0.262492,0.25265,0.347134,0.30614,-2.21375,-2.16692,-1.73439,-2.24973,-2.27045,-2.18296,-1.72691,-1.94843,0.00225554,0.0232287,0.0104867,0.00225554,0.00225554,0.0232287,0.0104867,0.00415009,8
AT5G37990,0.341165,1.31,0.960065,0.43417,0.571119,2.03152,0.555245,0.696553,0.0187878,0.207117,0.0873264,0.216927,-4.1826,-2.66105,-3.45864,-1.00105,-4.92593,-3.29404,-2.66864,-1.68302,0.664616,0.079759,0.0540901,0.999842,0.664427,0.0266529,0.140794,0.549228,8
AT5G44110,35.0696,32.1429,37.0747,17.4601,38.1134,29.7489,46.8253,22.1414,22.6556,23.6979,22.0309,12.1421,-0.630353,-0.439741,-0.750909,-0.524046,-0.750433,-0.328076,-1.08776,-0.866734,0.424927,0.906749,0.256212,0.726552,0.237594,0.999842,0.0196585,0.160184,8
AT5G44400,11.9631,13.4721,17.4676,12.959,13.1803,15.9975,20.1483,18.3131,4.62853,6.27661,5.52068,7.94311,-1.36997,-1.10192,-1.66176,-0.706176,-1.50976,-1.34979,-1.86774,-1.2051,0.00225554,0.0351302,0.00225554,0.288153,0.00225554,0.00587253,0.00225554,0.00225554,8
AT5G55250,4.36943,3.04127,3.68186,2.3617,3.77743,2.98192,2.91066,2.86974,1.99972,1.14265,0.987208,0.942781,-1.12765,-1.41229,-1.89901,-1.32483,-0.917605,-1.38386,-1.55992,-1.60592,0.161345,0.192441,0.0171885,0.175281,0.38812,0.201308,0.0661732,0.0531779,8
AT5G61000,3.3707,3.57907,2.95495,1.99375,3.75495,4.03576,3.99177,2.45597,1.81952,1.93983,1.53291,1.18446,-0.889486,-0.88366,-0.94686,-0.751252,-1.04523,-1.05691,-1.38075,-1.05206,0.304037,0.458743,0.354064,0.705685,0.155505,0.278444,0.0467763,0.269295,8
