gene_ID,C_0,C_15,C_30,C_60,S_0,S_15,S_30,S_60,WT_0,WT_15,WT_30,WT_60,log2fc_C_0_WT_0,log2fc_C_15_WT_15,log2fc_C_30_WT_30,log2fc_C_60_WT_60,log2fc_S_0_WT_0,log2fc_S_15_WT_15,log2fc_S_30_WT_30,log2fc_S_60_WT_60,qC_0_WT_0,qC_15_WT_15,qC_30_WT_30,qC_60_WT_60,qS_0_WT_0,qS_15_WT_15,qS_30_WT_30,qS_60_WT_60,cluster
AT4G01985,0.850364,0.791913,0.652872,1.55875,5.48901,2.02726,2.0685,1.82004,1.03577,0.0667124,0.154364,1.47951,0.284557,-3.56931,-2.08046,-0.0752707,-2.40584,-4.92543,-3.74417,-0.298853,0.999842,0.110873,0.378756,0.999842,0.0171885,0.0391221,0.0504488,0.999842,3
AT4G02520,227.114,78.3241,58.4436,330.582,260.663,158.953,337.824,328.231,150.058,45.8561,72.5561,193.924,-0.597901,-0.772341,0.312052,-0.769518,-0.796668,-1.79342,-2.2191,-0.759221,0.718275,0.315299,0.999842,0.498321,0.448151,0.0341157,0.00225554,0.428566,3
AT4G12470,7.67771,17.5866,5.52403,17.5706,14.3941,6.55723,9.68806,11.7082,5.66336,2.72876,2.65106,4.90488,-0.439019,-2.68816,-1.05915,-1.84087,-1.34575,-1.26484,-1.86964,-1.25523,0.999842,0.00225554,0.440298,0.00587253,0.0584616,0.332622,0.0220541,0.147337,3
AT4G21850,0.605719,1.81064,10.0106,45.483,2.46309,1.41243,0.770338,28.4261,0.771161,1.52002,1.40467,19.0642,0.348383,-0.25241,-2.83323,-1.25447,-1.67536,0.105908,0.866671,-0.576356,0.999842,0.999842,0.00225554,0.00748685,0.254848,0.999842,0.932809,0.602669,3
AT4G25350,0.202939,1.4193,1.86771,2.35206,0.139109,1.51501,2.06863,3.22746,0.094719,0.905136,0.684969,1.46165,-1.09932,-0.648969,-1.44716,-0.686323,-0.554493,-0.743124,-1.59457,-1.1428,1,0.980186,0.073519,0.727705,1,0.850994,0.0371458,0.146158,3
AT4G27450,0.72411,2.07788,2.1792,4.86025,0.662674,1.45506,1.26513,9.59378,1.19569,0.653908,2.67008,3.10517,0.723565,-1.66795,0.293085,-0.646358,0.851473,-1.15392,1.07759,-1.62743,0.999842,0.250005,0.999842,0.918962,0.926995,0.741501,0.680644,0.0255307,3
AT4G30270,90.6895,129.558,113.114,187.711,128.268,78.9628,98.4564,153.786,54.0116,109.561,103.585,157.925,-0.747666,-0.241854,-0.126958,-0.24927,-1.24782,0.472495,0.0732651,0.0383126,0.179592,0.999842,0.999842,0.999842,0.00415009,0.919715,0.999842,0.999842,3
AT4G30280,2.24576,9.86814,15.2555,77.0062,3.55954,10.227,24.1246,104.469,0.45941,4.51453,2.49126,45.8378,-2.28935,-1.1282,-2.61438,-0.748435,-2.95384,-1.17974,-3.27556,-1.18846,0.0371458,0.165329,0.00225554,0.798392,0.00225554,0.125282,0.00225554,0.306735,3
AT4G30430,1.85353,2.80417,3.05955,6.81196,0.377726,3.02752,4.71635,8.56376,0.165362,1.92275,0.622646,3.50857,-3.48657,-0.544407,-2.29683,-0.957188,-1.19171,-0.654968,-2.92118,-1.28736,0.616397,0.999842,0.0277452,0.664051,0.999842,0.961708,0.00225554,0.288964,3
AT5G01740,6.314,5.32935,3.6324,3.57877,9.46363,3.73364,3.75267,3.38587,3.01357,2.71148,2.45515,1.18002,-1.06708,-0.974877,-0.565112,-1.60065,-1.65092,-0.461501,-0.612109,-1.52071,0.347471,0.582405,0.999842,0.15377,0.028818,0.999842,0.999842,0.199835,3
AT5G03230,22.9608,20.6565,13.1546,21.1876,20.1187,13.8606,11.6016,20.6008,21.9726,7.66263,11.352,17.0179,-0.0634668,-1.43068,-0.212624,-0.316167,0.127172,-0.855076,-0.0313834,-0.275651,0.999842,0.0371458,0.999842,0.999842,0.999842,0.392391,0.999842,0.999842,3
AT5G06860,7.39745,5.77988,4.48469,16.9092,15.244,5.38731,8.54581,15.1099,4.53657,5.82341,4.52269,11.8248,-0.705427,0.0108242,0.0121743,-0.515999,-1.74857,0.112299,-0.918034,-0.353683,0.877066,0.999842,0.999842,0.999842,0.0476943,0.999842,0.3956,0.999842,3
AT5G06870,10.5965,12.1272,18.9184,40.0035,18.9532,6.47543,8.3442,38.7486,5.59111,14.7004,9.42222,25.7436,-0.92238,0.277609,-1.00566,-0.635913,-1.76123,1.18281,0.175294,-0.589931,0.221405,0.999842,0.0961276,0.36052,0.00587253,0.0858357,0.999842,0.440298,3
AT5G17330,3.17088,1.79135,0.981129,1.45268,2.12948,1.83053,3.47281,1.99783,2.18604,0.810639,0.952815,1.23659,-0.536564,-1.14392,-0.0422472,-0.232355,0.0378174,-1.17513,-1.86583,-0.692067,0.98289,0.37456,0.999842,0.999842,0.999842,0.342391,0.0132684,0.867905,3
AT5G22580,21.6956,26.2948,27.2584,20.6638,25.8254,28.9149,30.3392,24.4425,21.4906,12.8168,11.3999,29.5096,-0.0136958,-1.03674,-1.25768,0.514078,-0.265087,-1.17378,-1.41216,0.271791,0.999842,0.169225,0.0243883,0.91312,0.999842,0.079759,0.00415009,0.999842,3
AT5G26280,0.489823,0.845101,1.24087,1.60245,1.59872,0.58503,1.09172,1.18073,0.234237,0.203711,0.34905,0.185638,-1.06429,-2.0526,-1.82984,-3.10972,-2.77088,-1.52198,-1.6451,-2.66911,0.864188,0.923986,0.134684,0.479256,0.0220541,0.999842,0.245824,0.585063,3
AT5G46730,37.0278,33.9804,35.9006,45.3946,47.5348,37.6363,33.5724,38.582,10.281,11.9788,8.94111,20.4799,-1.84863,-1.50422,-2.00548,-1.14831,-2.209,-1.65164,-1.90875,-0.913722,0.00225554,0.00225554,0.00225554,0.0171885,0.00225554,0.00225554,0.00225554,0.0789703,3
AT5G52400,0.0104834,0.301998,2.07505,5.29707,0.0760817,0.185875,1.6888,3.83372,0.0479541,0.106383,0.260647,1.60173,2.19355,-1.50527,-2.99298,-1.72556,-0.665896,-0.805069,-2.69583,-1.25912,1,0.722623,0.0232287,0.0118963,1,1,0.0341157,0.138926,3
AT5G55180,17.0421,15.4893,14.5519,30.4471,28.7641,17.1426,24.6415,31.8339,8.35657,9.44258,7.66949,34.4664,-1.02812,-0.714023,-0.924002,0.178886,-1.78329,-0.860332,-1.68389,0.114627,0.0567395,0.420608,0.103348,0.999842,0.00225554,0.216108,0.00225554,0.999842,3
AT5G64310,132.441,153.171,80.683,164.005,78.6163,117.663,201.136,207.837,46.0498,117.316,53.4743,150.012,-1.52408,-0.384747,-0.593417,-0.128662,-0.771633,-0.00427121,-1.91126,-0.470376,0.0171885,0.999842,0.58281,0.999842,0.391412,0.999842,0.00225554,0.984731,3
AT5G03350,47.2138,17.9966,9.74127,56.6746,146.703,40.0672,43.5008,80.3642,66.8828,5.97577,17.2452,58.2039,0.502426,-1.59053,0.824011,0.0384129,-1.13319,-2.74522,-1.33485,-0.465437,0.917388,0.0266529,0.268495,0.999842,0.0439841,0.00225554,0.00225554,0.999842,3
AT5G05340,1.41417,3.19924,2.07576,5.56777,8.41418,1.68234,2.07976,2.9014,2.05104,1.91085,1.13216,7.58012,0.536399,-0.743513,-0.874559,0.445122,-2.03647,0.183748,-0.877335,1.38547,0.999842,0.999842,0.854423,0.999842,0.0196585,0.999842,0.861057,0.103348,3
AT5G13710,21.9897,15.6335,14.1899,19.9373,27.869,17.6668,16.9577,20.6926,13.7861,13.2522,10.2599,15.2628,-0.673616,-0.238413,-0.467853,-0.385449,-1.01545,-0.414813,-0.724929,-0.439089,0.304037,0.999842,0.806308,0.949888,0.0299199,0.952296,0.261432,0.844262,3
AT5G15780,5.98932,5.78641,3.82145,3.31191,6.12256,5.43184,6.1286,7.17628,4.14694,2.70499,1.43557,5.05799,-0.530344,-1.09705,-1.4125,0.610898,-0.562086,-1.00582,-2.09394,-0.504673,0.999842,0.40504,0.191898,0.912862,0.999569,0.432902,0.00901084,0.999842,3
AT5G25190,3.81962,2.59911,2.59352,5.47428,3.74888,2.48731,3.73199,6.81093,1.50875,1.63604,0.657276,1.29261,-1.34008,-0.667813,-1.98034,-2.08238,-1.31311,-0.604381,-2.50538,-2.39757,0.334903,0.999842,0.126557,0.0171885,0.35185,0.999842,0.0243883,0.0104867,3
AT5G35735,40.826,102.249,134.347,259.177,31.0031,83.7228,143.312,309.14,18.5268,110.043,98.5236,271.779,-1.13987,0.105984,-0.447424,0.0684996,-0.742797,0.394375,-0.540622,-0.185824,0.0118963,0.999842,0.861057,0.999842,0.228101,0.999842,0.646137,0.999842,3
AT5G40450,4.92667,1.58393,3.75867,4.32159,6.0697,3.82346,4.33428,6.15255,3.53817,2.52685,2.1256,4.57404,-0.477607,0.673832,-0.822349,0.0819072,-0.778619,-0.597541,-1.02792,-0.427715,0.761724,0.638072,0.193509,0.999842,0.15377,0.638072,0.0320121,0.881243,3
AT5G42380,23.7053,32.271,21.0156,71.8059,1.79576,29.921,45.3543,87.0944,7.01046,39.4668,8.60848,46.8574,-1.75763,0.290403,-1.28763,-0.615827,1.96491,0.399479,-2.39741,-0.894304,0.0351302,0.999842,0.0910546,0.891686,0.0653304,0.999842,0.00225554,0.465504,3
AT5G44440,0.377125,0.310059,0.200036,1.35095,0.390865,0.631511,0.778123,1.90253,0.082118,0,0.00804503,0.0276194,-2.19927,65535,-4.63601,-5.61215,-2.2509,65535,-6.59576,-6.10609,0.536271,0.00225554,1,0.417525,0.494501,0.00225554,0.943582,0.417525,3
AT5G45650,18.963,14.0553,19.6818,21.7852,15.3836,17.7616,19.1661,28.7435,10.6254,10.5801,10.2028,14.0557,-0.835663,-0.409757,-0.947893,-0.632194,-0.533873,-0.747402,-0.909584,-1.03208,0.0968403,0.937102,0.120767,0.400299,0.547519,0.336761,0.0636326,0.0184341,3
AT5G46295,0.236952,8.6058,9.13118,26.4881,0.460983,7.37995,12.3632,33.4793,0.0990567,4.72802,2.60192,19.6586,-1.25827,-0.864072,-1.81122,-0.430189,-2.21839,-0.642374,-2.2484,-0.768113,1,0.877967,0.129702,0.999842,1,0.999842,0.0381382,0.82376,3
AT5G61590,8.50565,3.13999,9.49869,12.8808,4.87318,3.86159,3.60977,14.0046,6.39751,1.50499,2.87568,6.02623,-0.410911,-1.06101,-1.72382,-1.0959,0.392648,-1.35944,-0.328003,-1.21658,0.999842,0.742063,0.0351302,0.223284,0.999842,0.457023,0.999842,0.11754,3
AT5G64120,16.2424,19.8869,29.934,115.149,45.3009,13.8902,26.6023,135.354,6.2033,16.5733,8.49551,68.7479,-1.38866,-0.262955,-1.81701,-0.744118,-2.86843,0.254795,-1.64678,-0.97735,0.00748685,0.999842,0.00225554,0.643451,0.00225554,0.999842,0.00225554,0.337923,3
AT1G03495,24.1885,32.7505,29.6138,13.2041,21.9509,23.1903,20.0172,13.0346,52.8576,49.6622,49.0094,22.2806,1.12779,0.60063,0.726792,0.7548,1.26783,1.09863,1.29182,0.773441,0.00415009,0.716191,0.329813,0.198234,0.00225554,0.042046,0.00901084,0.185537,4
AT1G04250,128.871,135.661,113.026,76.1629,103.032,98.7164,92.1582,63.8658,193.787,199.353,174.271,93.8143,0.588543,0.555321,0.624673,0.300719,0.911378,1.01397,0.919148,0.554765,0.478173,0.641928,0.444981,0.999842,0.0531779,0.0320121,0.0702626,0.567529,4
AT1G30410,5.85768,4.4649,6.90549,6.91161,7.40647,5.75472,5.09146,6.55182,6.79136,9.14442,5.31613,6.53342,0.213371,1.03426,-0.377365,-0.0811833,-0.125087,0.668145,0.0622978,-0.00405682,0.999842,0.0495276,0.993496,0.999842,0.999842,0.431938,0.999842,0.999842,4
AT1G47395,7.06307,22.0509,17.2936,17.7539,17.0848,7.83249,10.6955,5.27528,22.3215,53.7586,40.427,19.9014,1.66007,1.28566,1.22508,0.164732,0.385721,2.77895,1.91832,1.91555,0.159017,0.198234,0.206797,0.999842,0.999842,0.00901084,0.0146178,0.0939512,4
AT1G47400,5.60645,20.7115,10.7527,16.1174,9.94272,6.95543,7.50617,4.22288,16.4048,63.7192,36.3995,15.6092,1.54896,1.62129,1.75921,-0.0462219,0.722408,3.19552,2.27777,1.88609,0.119492,0.0220541,0.0132684,0.999842,0.755859,0.00225554,0.00225554,0.0522654,4
AT1G58848,1.31146,1.61377,1.67621,1.58307,1.33837,1.84287,1.7643,1.56808,2.86769,2.45729,1.90133,1.56053,1.12871,0.606636,0.181806,-0.0206921,1.09941,0.415119,0.107914,-0.0069649,0.0401162,0.752424,0.999842,0.999842,0.0439841,0.999842,0.999842,0.999842,4
AT1G65480,8.17886,7.86391,7.85024,6.20213,5.75352,8.04789,7.08801,5.75804,11.9642,14.3996,15.9414,7.09211,0.548753,0.872713,1.02197,0.19345,1.05621,0.83935,1.16933,0.300636,0.795173,0.330627,0.112244,0.999842,0.135918,0.398221,0.0476943,0.999842,4
AT1G76620,0.610704,0.86433,0.453564,0.317277,0.295733,0.634447,0.407151,0.414366,1.75779,3.02177,1.60759,1.20908,1.52522,1.80574,1.82552,1.93009,2.5714,2.25182,1.98126,1.54492,0.104741,0.0330747,0.0476943,0.0558756,0.0104867,0.00901084,0.0208548,0.154353,4
AT1G02940,0.898113,2.43383,1.53358,0.485344,0.897755,1.04837,1.18669,0.582963,2.20258,5.45091,2.77806,1.26848,1.29423,1.16327,0.857178,1.38602,1.2948,2.37836,1.22713,1.12162,0.485153,0.529743,0.893863,0.566771,0.561194,0.0391221,0.465229,0.723576,4
AT1G03940,28.3845,26.2264,23.49,9.32649,28.5417,20.166,16.2901,9.80351,57.489,37.6765,46.4417,21.6387,1.01818,0.522644,0.983374,1.21421,1.01021,0.901741,1.51142,1.14225,0.0371458,0.868961,0.0627796,0.00901084,0.0341157,0.146731,0.00225554,0.0184341,4
AT1G04240,15.4145,11.0172,6.18463,6.03501,14.1288,10.36,4.81103,4.85443,22.8231,17.6535,11.5045,6.85706,0.566209,0.680195,0.895434,0.184234,0.691854,0.768933,1.25778,0.498287,0.546078,0.461609,0.189297,0.999842,0.287758,0.343133,0.0330747,0.96234,4
AT1G05560,77.4708,61.5267,75.0874,58.583,77.9827,71.878,74.0326,61.4886,66.8319,138.99,67.4559,108.425,-0.213116,1.1757,-0.154627,0.888148,-0.222618,0.951363,-0.134217,0.81831,0.999842,0.0476943,0.999842,0.153177,0.999842,0.143766,0.999842,0.2394,4
AT1G05680,19.69,6.01336,11.8396,11.6077,23.5803,10.2611,11.9588,9.69923,7.71908,38.9032,6.50918,23.7855,-1.35097,2.69365,-0.863068,1.035,-1.61108,1.92271,-0.877527,1.29414,0.0146178,0.00225554,0.349653,0.157823,0.0184341,0.00225554,0.218547,0.0341157,4
AT1G15550,1.19279,0.958056,0.732066,0.396268,0.998329,1.03232,0.758242,0.78735,3.80568,2.37003,2.43376,1.6746,1.67382,1.30672,1.73314,2.07927,1.93057,1.19901,1.68246,1.08874,0.0467763,0.291464,0.0997117,0.0850726,0.0277452,0.472971,0.11627,0.550604,4
AT1G35290,0.67216,0.211112,0.14543,0.0274598,0.0540903,0.279918,0.0927811,0,1.81933,2.39931,1.63644,0.443513,1.43653,3.50654,3.49217,4.01358,5.0719,3.09954,4.14059,65535,0.583264,0.142577,0.158406,0.800439,0.421156,0.0828077,0.213676,0.00225554,4
AT1G60590,20.2572,18.018,14.1906,5.69117,15.6974,16.632,12.9883,7.21908,35.4961,34.0344,27.4128,12.4297,0.809224,0.917554,0.949911,1.12699,1.17714,1.03303,1.07763,0.783903,0.240791,0.218089,0.107451,0.0903116,0.015928,0.0954246,0.0309671,0.421764,4
AT1G64380,0.450488,3.60222,1.25561,0.961235,0.750668,4.7584,1.17417,0.813088,3.70397,19.2939,5.67393,5.55325,3.03951,2.42118,2.17596,2.53037,2.30283,2.01959,2.27271,2.77185,0.00225554,0.00225554,0.00225554,0.00225554,0.00415009,0.00225554,0.00225554,0.00225554,4
AT1G73805,1.77939,12.948,4.35181,7.42795,1.58201,11.2866,5.26761,6.8094,5.56073,47.2678,13.9241,15.8674,1.64389,1.86813,1.6779,1.09503,1.81352,2.06624,1.40236,1.22047,0.00901084,0.00225554,0.00225554,0.0476943,0.00748685,0.00225554,0.00748685,0.0361308,4
AT2G05440,1.6355,3.1691,6.805,3.28968,8.87125,1.5975,5.06152,1.57962,4.31988,7.66547,5.50493,5.15142,1.40126,1.2743,-0.305872,0.647023,-1.03815,2.26256,0.121152,1.7054,0.317634,0.289749,0.999842,0.928841,0.51362,0.0184341,0.999842,0.0602062,4
AT2G21650,18.3311,8.07567,15.6566,11.5799,14.9576,9.1367,8.61007,9.86735,37.4686,23.7442,23.6622,19.1684,1.03139,1.55592,0.595817,0.727103,1.3248,1.37783,1.45849,0.957995,0.0678284,0.0232287,0.712709,0.507083,0.0171885,0.0476943,0.0171885,0.245352,4
AT2G26010,0.717837,0.0366668,1.04112,0.187676,1.61231,0,0.234812,0.279984,0.311636,1.47382,1.17243,1.02546,-1.2038,5.32894,0.171357,2.44995,-2.3712,65535,2.31992,1.87285,0.999842,0.999842,0.999842,0.638889,0.526181,0.00225554,0.697601,0.678731,4
AT2G26020,1.19143,0.586059,1.00249,0,1.16265,0,0.125367,0.10979,0.0989302,4.97895,0.845252,0.535383,-3.59014,3.08672,-0.246136,65535,-3.55486,65535,2.75322,2.28583,1,0.866156,1,1,1,0.00225554,1,1,4
AT2G30766,63.1915,173.851,87.8107,117.211,88.2572,65.4216,66.3315,50.9375,171.088,457.152,224.143,116.344,1.43693,1.39482,1.35195,-0.0107154,0.954952,2.80483,1.75665,1.19159,0.00415009,0.0320121,0.00415009,0.999842,0.130922,0.00225554,0.00225554,0.0449349,4
AT2G37260,3.60957,4.78066,4.20748,1.00974,3.76657,3.74397,2.83407,1.29206,7.10257,7.95559,6.36579,2.93371,0.976514,0.734759,0.597384,1.53875,0.915091,1.0874,1.16746,1.18306,0.144339,0.533777,0.735842,0.0430158,0.165894,0.146731,0.0759189,0.160763,4
AT2G40100,368.693,299.602,320.26,206.235,279.565,295.647,320.648,200.886,681.707,615.894,576.307,427.623,0.886732,1.03964,0.847596,1.05205,1.28597,1.05881,0.845848,1.08996,0.118149,0.0812702,0.133423,0.0430158,0.00225554,0.0694445,0.13653,0.0266529,4
AT2G40130,0.503032,0.374062,0.424583,0.429468,0.609428,0.415506,0.264517,0.283277,3.22903,1.55253,1.8652,1.48798,2.68238,2.05328,2.13521,1.79273,2.40558,1.90168,2.8179,2.39307,0.00225554,0.0118963,0.00587253,0.0531779,0.00225554,0.0309671,0.00225554,0.00225554,4
AT2G43120,7.67942,8.99894,13.4801,9.63363,14.9401,8.72681,11.531,11.9278,5.04931,10.4773,8.84173,12.4577,-0.604912,0.219444,-0.608436,0.370889,-1.56503,0.263743,-0.383122,0.0627148,0.709053,0.999842,0.627378,0.999842,0.00225554,0.999842,0.999842,0.999842,4
AT2G47800,11.597,8.09887,9.88825,7.57331,12.2024,10.1816,10.2512,8.75703,16.0397,18.229,13.7735,13.1089,0.467896,1.17044,0.478112,0.791552,0.394483,0.840277,0.426101,0.582035,0.740648,0.0171885,0.676397,0.112882,0.913524,0.113551,0.814966,0.422368,4
AT2G29490,19.5139,15.0739,28.0062,25.0832,25.2414,18.4301,19.0075,25.048,14.0724,43.7845,12.0596,27.9525,-0.471633,1.53837,-1.21557,0.156258,-0.842927,1.24836,-0.656392,0.158282,0.907757,0.00225554,0.028818,0.999842,0.29426,0.0341157,0.497254,0.999842,4
AT2G39980,4.56668,3.43003,2.61786,3.25743,3.93967,3.35417,2.70437,3.72637,9.292,5.58201,4.61148,5.93394,1.02484,0.702566,0.816846,0.865253,1.23791,0.734829,0.769941,0.671219,0.0320121,0.485153,0.270608,0.174723,0.00901084,0.428256,0.347471,0.445548,4
AT2G41240,0.0535383,0.778128,0.55833,2.31914,0.938921,0.176432,0.0227411,0.380103,2.58244,5.96731,4.50209,1.69044,5.59202,2.939,3.01141,-0.456192,1.45966,5.0799,7.62915,2.15293,0.999842,0.0118963,0.0171885,0.999842,0.999842,0.999842,0.999842,0.940966,4
AT2G41480,0.655325,1.63617,1.72906,2.64119,3.89366,1.31467,1.83248,2.52286,0.98321,2.7028,1.91015,2.6799,0.585289,0.724135,0.1437,0.0209911,-1.98555,1.03975,0.0598875,0.0871196,0.999842,0.955842,0.999842,0.999842,0.0184341,0.564838,0.999842,0.999842,4
AT2G41800,0.982468,0.27726,2.2051,0.421152,2.42076,0.74449,0.247831,0.52376,0.321268,0.389681,0.605128,1.02534,-1.61263,0.491053,-1.86553,1.28369,-2.91361,-0.933959,1.28789,0.96912,0.478473,0.999842,0.101929,0.580121,0.0330747,0.999842,0.692821,0.857494,4
AT3G04000,12.4496,18.8265,18.7161,27.4165,23.8863,15.7894,20.1508,20.8285,8.53101,37.5622,11.8297,20.3705,-0.545309,0.996519,-0.661867,-0.428562,-1.4854,1.25032,-0.768424,-0.0320756,0.796066,0.110873,0.455106,0.969815,0.00587253,0.0171885,0.22092,0.999842,4
AT3G14395,12.9152,5.2278,3.16584,3.6099,7.1529,3.90795,3.51605,1.32594,69.3815,45.9542,41.0766,26.9221,2.42548,3.13592,3.69766,2.89876,3.27795,3.55571,3.54629,4.3437,0.00225554,0.00225554,0.00225554,0.00415009,0.00225554,0.00225554,0.00225554,0.00225554,4
AT3G16330,13.7128,5.38874,8.69927,8.44919,23.3979,4.75529,16.0966,10.2827,12.7256,15.8796,11.3131,16.4819,-0.107792,1.55916,0.379034,0.963995,-0.878642,1.73957,-0.508756,0.680666,0.999842,0.0208548,0.999842,0.232836,0.435916,0.0118963,0.919917,0.718633,4
AT3G18950,9.05031,9.20792,8.9343,5.05006,7.63097,7.76507,10.2335,5.81123,18.6218,15.5137,13.6084,8.83224,1.04095,0.752597,0.60707,0.80648,1.28705,0.998474,0.411203,0.603937,0.0171885,0.291464,0.458216,0.199835,0.00225554,0.0678284,0.900524,0.548721,4
AT3G20960,0.399599,0.587178,0.363951,0.643521,0.528783,0.440158,0.262553,0.636407,1.54996,2.70082,2.08946,0.784798,1.9556,2.20153,2.52132,0.286335,1.55148,2.6173,2.99245,0.302371,0.0522654,0.0694445,0.0146178,0.999842,0.228101,0.0184341,0.00587253,0.999842,4
AT3G27400,2.48479,1.66683,4.71372,1.1283,5.57621,1.46716,1.89007,1.74228,1.5995,2.01541,1.6677,1.76203,-0.635506,0.273969,-1.499,0.643097,-1.80167,0.458046,-0.180574,0.0162662,0.953423,0.999842,0.0567395,0.952556,0.0118963,0.999842,0.999842,0.999842,4
AT3G52290,2.63083,1.61432,1.37653,0.751733,1.58427,1.9813,1.06067,0.94237,4.4988,3.81054,2.89646,1.98416,0.774026,1.23907,1.07326,1.40023,1.50572,0.943545,1.44932,1.07416,0.407848,0.125282,0.195071,0.108104,0.0196585,0.313324,0.0513685,0.323796,4
AT3G63200,12.0769,6.75889,4.57132,3.65617,9.26736,4.56782,3.81681,2.62908,14.3861,8.3734,9.65522,4.14224,0.252424,0.309028,1.0787,0.180077,0.634445,0.874309,1.33894,0.655851,0.999842,0.999842,0.0726837,0.999842,0.446948,0.286903,0.0196585,0.775614,4
AT3G06035,18.5278,23.2319,19.723,8.47719,15.0906,17.6175,15.867,8.99874,30.8703,33.8523,30.8871,14.7327,0.736531,0.543147,0.647124,0.797359,1.03258,0.94224,0.960974,0.711223,0.280195,0.735429,0.443393,0.398221,0.0495276,0.118812,0.079759,0.508631,4
AT3G17510,46.9054,37.8126,36.0338,21.5403,39.3955,36.6258,29.8728,23.2698,86.6803,75.7962,62.364,46.8743,0.885949,1.00326,0.791361,1.12176,1.13767,1.04927,1.06188,1.01034,0.0694445,0.0381382,0.134039,0.00748685,0.00415009,0.028818,0.00901084,0.0104867,4
AT3G19850,1.46288,0.764306,0.813622,1.05178,0.76719,0.749732,0.669293,1.03693,2.52017,1.83112,1.37607,1.87539,0.784712,1.26051,0.758128,0.834366,1.71587,1.28828,1.03985,0.854878,0.552288,0.277258,0.80691,0.595917,0.0208548,0.234236,0.453659,0.524167,4
AT3G29030,13.7457,16.9607,17.24,11.1675,8.44494,13.387,14.0045,9.91053,29.7979,28.4815,29.6491,20.6895,1.11623,0.74783,0.782227,0.889601,1.81905,1.0892,1.08209,1.06187,0.042046,0.357263,0.237121,0.175281,0.00225554,0.0782252,0.0309671,0.0531779,4
AT3G29590,21.0503,21.2198,17.9483,6.14157,19.7745,14.4169,13.6432,6.88359,43.4439,37.506,31.1323,18.0406,1.04531,0.821712,0.794564,1.55456,1.13551,1.37936,1.19023,1.39001,0.0243883,0.262317,0.238059,0.00225554,0.00225554,0.0118963,0.0320121,0.00748685,4
AT3G50560,1.20862,1.41472,0.964725,0.518088,0.590432,1.43053,0.568296,0.363708,5.18268,3.45327,3.29748,1.01253,2.10034,1.28745,1.77317,0.96669,3.13386,1.27142,2.53665,1.47711,0.00748685,0.293039,0.0504488,0.81835,0.00415009,0.254423,0.00225554,0.346722,4
AT3G56400,21.4358,68.6918,21.6174,32.9363,32.8136,92.7971,28.6682,28.4003,54.0491,166.552,36.4722,69.9517,1.33425,1.27777,0.754601,1.08668,0.719977,0.843824,0.347346,1.30045,0.00901084,0.015928,0.251334,0.028818,0.382024,0.227164,0.999842,0.00225554,4
AT4G08300,41.55,31.4651,32.4729,23.9333,30.1421,28.3286,24.9706,22.3447,48.5514,44.3351,52.6236,28.7417,0.224667,0.494694,0.696475,0.264127,0.687731,0.64619,1.07548,0.363214,0.999842,0.769501,0.230491,0.999842,0.305573,0.434707,0.00748685,0.959711,4
AT4G09820,6.42313,6.53141,5.7716,2.61998,6.57487,4.59728,3.66437,3.94103,14.6847,12.6643,11.028,7.55279,1.19297,0.955303,0.934131,1.52746,1.15928,1.46192,1.58954,0.938439,0.0132684,0.231934,0.115603,0.00587253,0.0184341,0.00901084,0.00225554,0.189802,4
AT4G23990,7.10329,7.27246,5.45094,2.98753,8.55286,5.96368,5.83589,2.77426,15.6812,11.9131,9.22037,6.20533,1.14248,0.712028,0.75832,1.05456,0.874558,0.998269,0.65987,1.1614,0.00748685,0.352895,0.207805,0.0531779,0.0858357,0.0670039,0.372054,0.0266529,4
AT4G12980,32.2906,22.655,18.7175,22.2083,22.2108,20.0141,19.6068,23.526,57.7441,42.9411,42.8169,32.3674,0.838557,0.922528,1.19379,0.543443,1.37841,1.10135,1.12683,0.460288,0.0789703,0.0895647,0.00225554,0.560085,0.00225554,0.028818,0.00587253,0.771237,4
AT4G16690,28.9891,21.2804,17.8448,16.9234,27.4709,20.4927,22.8629,11.2457,65.9133,51.3847,48.6624,50.6602,1.18506,1.27181,1.4473,1.58183,1.26267,1.32623,1.0898,2.17149,0.00225554,0.00415009,0.00225554,0.00225554,0.00225554,0.00225554,0.00901084,0.00225554,4
AT4G22880,140.345,200.766,158.682,49.2693,132.716,118.902,108.982,54.1368,291.854,369.937,301.209,132.424,1.05627,0.881764,0.924626,1.42641,1.1369,1.63751,1.46667,1.29049,0.0320121,0.332256,0.228101,0.00587253,0.0184341,0.00587253,0.00225554,0.0146178,4
AT4G29690,0.128647,0.886148,0.524014,0.305458,0.463606,0.0898853,0.0672952,0.190403,1.75425,2.76598,2.53069,0.577586,3.76936,1.64217,2.27185,0.91906,1.91988,4.94356,5.23288,1.60098,0.0636326,0.291888,0.0759189,0.959057,0.203767,0.0467763,0.0961276,0.39109,4
AT5G07990,35.1011,57.201,34.01,6.60786,28.0721,26.798,18.7737,5.34546,134.221,130.638,124.613,37.802,1.93502,1.19147,1.87342,2.51621,2.2574,2.28538,2.73067,2.82208,0.00225554,0.1068,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,4
