gene_ID,WT_0,WT_15,WT_30,WT_60,log2fc_WT_0_WT_15,log2fc_WT_0_WT_30,log2fc_WT_0_WT_60,log2fc_WT_15_WT_30,log2fc_WT_15_WT_60,log2fc_WT_30_WT_60,qWT_0_WT_15,qWT_0_WT_30,qWT_0_WT_60,qWT_15_WT_30,qWT_15_WT_60,qWT_30_WT_60,cluster
AT3G26670,10.3818,10.6345,12.143,22.6992,0.0346972,0.226062,1.12858,0.191365,1.09388,0.902518,0.999842,0.999842,0.00415009,0.999842,0.0196585,0.0686527,1
AT3G26910,2.7048,9.49193,11.3686,20.1885,1.81118,2.07146,2.89994,0.260277,1.08876,0.828481,0.00225554,0.00225554,0.00225554,0.999842,0.0751204,0.213676,8
AT3G26960,47.7107,46.3342,30.4694,13.8706,-0.0422351,-0.646952,-1.78228,-0.604717,-1.74005,-1.13533,0.999842,0.392698,0.00225554,0.56074,0.00225554,0.0132684,2
AT3G26980,13.9186,26.42,29.6154,44.2235,0.92462,1.08934,1.6678,0.164717,0.743182,0.578465,0.113551,0.0132684,0.00225554,0.999842,0.347848,0.571669,8
AT3G27210,5.1521,2.37792,3.4,7.68846,-1.11546,-0.599625,0.577533,0.515835,1.69299,1.17716,0.332256,0.940344,0.956846,0.999842,0.0351302,0.176938,1
AT3G28340,1.11515,12.6733,4.39289,10.7635,3.50649,1.97794,3.27085,-1.52855,-0.235641,1.29291,0.00225554,0.0118963,0.00225554,0.0184341,0.999842,0.0743116,6
AT3G28740,16.1043,143.016,26.1539,41.47,3.15067,0.69958,1.36462,-2.45108,-1.78604,0.665043,0.126557,0.999842,0.751958,0.00225554,0.220482,0.999842,9
AT3G28860,6.42649,7.23798,5.93082,14.72,0.171556,-0.115801,1.19568,-0.287357,1.02412,1.31148,0.999842,0.999842,0.00901084,0.999842,0.10121,0.00225554,1
AT3G28890,0.708018,0.515769,1.11968,3.50468,-0.457062,0.661232,2.30743,1.11829,2.76449,1.64619,0.999842,0.999842,0.054991,0.758456,0.00415009,0.148489,1
AT3G28930,47.2832,46.66,51.8384,158.338,-0.0191426,0.132693,1.74361,0.151836,1.76275,1.61092,0.999842,0.999842,0.00225554,0.999842,0.00225554,0.00225554,1
AT3G28940,140.268,148.467,193.164,335.267,0.0819566,0.461641,1.25713,0.379684,1.17517,0.795488,0.999842,0.782521,0.00415009,0.999842,0.0132684,0.152067,1
AT3G29034,3.74972,1.81545,5.30487,18.0286,-1.04645,0.500535,2.26543,1.54699,3.31188,1.76489,0.751958,0.999842,0.0104867,0.24494,0.00225554,0.0220541,1
AT3G29250,5.42086,0.220726,1.9695,9.37817,-4.6182,-1.46069,0.790783,3.15751,5.40898,2.25147,0.015928,0.297579,0.889565,0.0627796,0.00415009,0.0309671,1
AT3G29590,43.4439,37.506,31.1323,18.0406,-0.212032,-0.480741,-1.26791,-0.268709,-1.05588,-0.787168,0.999842,0.770077,0.00225554,0.999842,0.0610611,0.251334,2
AT3G30843,0.0160816,0.0564245,0.559453,0,1.81091,5.12053,65535,3.30962,65535,65535,1,0.951087,1,0.650612,1,0.00225554,7
AT3G43270,6.99053,12.566,7.57513,17.4929,0.846056,0.115869,1.32329,-0.730186,0.477236,1.20742,0.174155,0.999842,0.00415009,0.336761,0.875344,0.00748685,6
AT3G43600,12.6442,9.5637,12.616,6.28414,-0.402836,-0.00322818,-1.00869,0.399608,-0.605854,-1.00546,0.934343,0.999842,0.015928,0.942934,0.465229,0.0146178,5
AT3G44260,6.39127,184.286,36.2021,63.3642,4.8497,2.5019,3.30949,-2.3478,-1.5402,0.807595,0.00225554,0.00225554,0.00225554,0.00225554,0.0232287,0.473574,9
AT3G44400,1.9439,8.04019,5.35531,6.48412,2.04828,1.46202,1.73796,-0.586258,-0.310318,0.27594,0.00225554,0.00901084,0.00225554,0.781215,0.999842,0.999842,8
AT3G45040,3.78549,4.64797,5.66174,12.7204,0.29612,0.580766,1.74859,0.284646,1.45247,1.16783,0.999842,0.705481,0.00225554,0.999842,0.00225554,0.0196585,1
AT3G45060,8.156,0.304626,0.906412,31.4699,-4.74275,-3.16962,1.94804,1.57313,6.69079,5.11766,0.00225554,0.00225554,0.0232287,0.274379,0.00225554,0.00225554,1
AT3G45130,1.02102,1.14048,0.86708,2.73191,0.159628,-0.235779,1.41989,-0.395407,1.26027,1.65567,0.999842,0.999842,0.0661732,0.999842,0.205762,0.0266529,1
AT3G45260,6.21144,6.23449,5.87267,14.0892,0.00534292,-0.0809126,1.18159,-0.0862555,1.17625,1.2625,0.999842,0.999842,0.00225554,0.999842,0.0458466,0.00225554,1
AT3G45638,0.808479,1.33529,0.659316,3.316,0.723868,-0.294239,2.03616,-1.01811,1.31229,2.3304,0.999842,0.999842,0.0522654,0.855512,0.394319,0.0146178,1
AT3G45860,7.32993,4.95674,5.49968,15.9487,-0.564407,-0.414452,1.12156,0.149954,1.68597,1.53602,0.750344,0.985671,0.0232287,0.999842,0.00225554,0.00225554,1
AT3G46090,3.79805,25.1823,7.88948,34.7362,2.72908,1.05467,3.19311,-1.67441,0.464029,2.13844,0.00225554,0.524461,0.00225554,0.0812702,0.999842,0.00225554,6
AT3G46230,92.265,354.114,828.109,64.6486,1.94036,3.16596,-0.513164,1.2256,-2.45352,-3.67913,0.0146178,0.0208548,0.999842,0.640913,0.110873,0.015928,7
AT3G46440,8.3229,4.36269,7.48521,11.1869,-0.931868,-0.153042,0.426655,0.778826,1.35852,0.579697,0.231434,0.999842,0.975542,0.476848,0.0118963,0.701727,3
AT3G46620,10.7644,74.0372,15.3795,36.6639,2.78198,0.514739,1.76809,-2.26724,-1.01389,1.25335,0.00225554,0.737906,0.00225554,0.00225554,0.197716,0.0439841,9
AT3G46660,8.76279,18.0155,6.72333,44.5025,1.03978,-0.382215,2.34443,-1.42199,1.30465,2.72664,0.737386,0.999842,0.0266529,0.516816,0.66746,0.0104867,1
AT3G46700,1.21745,0.739483,0.986967,3.6905,-0.719278,-0.302793,1.59995,0.416485,2.31923,1.90274,0.999842,0.999842,0.137713,0.999842,0.0243883,0.0341157,1
AT3G47090,1.71614,4.54335,4.64329,5.79734,1.40459,1.43598,1.75622,0.0313897,0.351633,0.320243,0.0196585,0.00415009,0.00225554,0.999842,0.999842,0.999842,8
AT3G47160,1.86049,1.71824,3.59341,8.56917,-0.11475,0.949672,2.20347,1.06442,2.31823,1.2538,0.999842,0.62913,0.00748685,0.483211,0.00225554,0.130284,1
AT3G47600,3.49074,1.05293,1.58971,1.96198,-1.72912,-1.13477,-0.831222,0.594348,0.897897,0.303549,0.0467763,0.177969,0.492854,0.999842,0.696378,0.999842,10
AT3G48080,2.9728,0.357255,0.925172,4.2766,-3.05679,-1.68403,0.524643,1.37277,3.58144,2.20867,0.0104867,0.0220541,0.901459,0.486819,0.00225554,0.00225554,1
AT3G48090,9.23476,20.0896,15.0519,32.8048,1.1213,0.704804,1.82876,-0.416497,0.707461,1.12396,0.0255307,0.296336,0.00225554,0.975618,0.458743,0.0277452,6
AT3G48360,0.687516,1.965,1.96392,3.19857,1.51506,1.51427,2.21796,-0.000792572,0.702899,0.703691,0.181208,0.112882,0.00415009,0.999842,0.842512,0.764101,8
AT3G48520,18.1934,22.1426,12.5369,125.55,0.283407,-0.537232,2.78677,-0.82064,2.50336,3.324,0.999842,0.921626,0.00225554,0.592859,0.00225554,0.00225554,1
AT3G48630,0.029355,0,0,1.05789,65535,65535,5.17144,0,65535,65535,1,1,0.999842,1,0.00225554,0.00225554,1
AT3G48640,1.58077,2.3894,4.90865,8.07102,0.596021,1.6347,2.35212,1.03868,1.7561,0.717426,0.999842,0.164776,0.0184341,0.638889,0.0828077,0.851361,3
AT3G48850,5.37951,0.834119,1.80836,6.11915,-2.68915,-1.5728,0.185856,1.11635,2.87501,1.75865,0.00748685,0.0782252,0.999842,0.669975,0.00225554,0.0476943,4
AT3G49210,3.63306,1.46801,2.05318,8.31844,-1.30732,-0.823322,1.19513,0.484003,2.50245,2.01845,0.200867,0.579446,0.125282,0.999842,0.00225554,0.00225554,1
AT3G49350,7.09619,13.9504,12.0169,16.8396,0.97519,0.759945,1.24674,-0.215244,0.271554,0.486798,0.0576151,0.176938,0.00225554,0.999842,0.999842,0.730764,8
AT3G49370,1.16761,0.98327,1.41493,3.11011,-0.247896,0.277171,1.41341,0.525066,1.66131,1.13624,0.999842,0.999842,0.0361308,0.999842,0.0361308,0.135918,1
AT3G49530,8.3801,55.368,16.3825,25.5647,2.72401,0.967115,1.60911,-1.7569,-1.1149,0.641999,0.00225554,0.0449349,0.00225554,0.00225554,0.0351302,0.470974,9
AT3G49580,203.225,44.5514,172.065,111.379,-2.18953,-0.240121,-0.867601,1.94941,1.32193,-0.62748,0.00225554,0.999842,0.634906,0.0118963,0.093231,0.940344,11
AT3G50060,8.06401,102.707,10.2679,11.2218,3.67089,0.348567,0.476738,-3.32232,-3.19415,0.12817,0.00225554,0.999842,0.930292,0.00225554,0.00225554,0.999842,9
AT3G50140,0,0,0.0100006,0.721587,0,65535,65535,65535,65535,6.17301,1,1,0.00225554,1,0.00225554,0.846745,1
AT3G50440,46.5996,66.0048,55.932,30.9872,0.502253,0.263355,-0.588646,-0.238898,-1.0909,-0.852002,0.779458,0.999842,0.522913,0.999842,0.0371458,0.139548,7
AT3G50500,12.5369,9.92266,12.5294,25.9834,-0.337378,-0.000858816,1.05141,0.33652,1.38879,1.05227,0.999842,0.999842,0.0266529,0.999842,0.00225554,0.0439841,1
AT3G50560,5.18268,3.45327,3.29748,1.01253,-0.585735,-0.652335,-2.35574,-0.0666001,-1.77001,-1.7034,0.901717,0.733282,0.00225554,0.999842,0.0743116,0.0540901,2
AT3G50800,1.09967,33.0034,1.09485,3.47228,4.90747,-0.00633914,1.65882,-4.91381,-3.24866,1.66516,0.00225554,0.999842,0.199289,0.00225554,0.00225554,0.132183,9
AT3G50840,7.95937,2.97564,4.27674,4.88802,-1.41945,-0.896144,-0.703404,0.523311,0.716051,0.19274,0.0118963,0.137713,0.44618,0.921194,0.611523,0.999842,10
AT3G51160,19.3817,26.9794,31.1358,49.1733,0.477159,0.683877,1.34318,0.206718,0.866018,0.6593,0.789207,0.234719,0.00225554,0.999842,0.152067,0.325335,1
AT3G51330,2.15406,0.631161,1.71247,3.27148,-1.77098,-0.330975,0.602888,1.44,2.37387,0.933863,0.0917893,0.999842,0.852696,0.25355,0.0104867,0.431634,3
AT3G51660,20.4749,13.2748,22.4538,90.7644,-0.625173,0.133101,2.14827,0.758274,2.77344,2.01517,0.842787,0.999842,0.00225554,0.601196,0.00225554,0.00225554,1
AT3G51840,30.8774,23.1969,31.667,50.5392,-0.412618,0.0364304,0.710853,0.449048,1.12347,0.674422,0.939713,0.999842,0.288153,0.891907,0.0232287,0.407187,1
AT3G52240,6.17432,4.66706,5.93196,10.0424,-0.403767,-0.0577716,0.701748,0.345996,1.10552,0.759519,0.999842,0.999842,0.277258,0.999842,0.0361308,0.211685,1
AT3G52400,7.1279,97.6924,65.1784,124.099,3.7767,3.19284,4.12187,-0.583852,0.34517,0.929021,0.00225554,0.00225554,0.00225554,0.616397,0.999842,0.244477,8
AT3G52450,0.535721,9.24291,2.53765,3.34119,4.10879,2.24394,2.64081,-1.86486,-1.46799,0.396871,0.00225554,0.00901084,0.00225554,0.00225554,0.028818,0.999842,9
AT3G52720,118.933,138.541,122.911,59.7276,0.220171,0.0474707,-0.993674,-0.1727,-1.21385,-1.04115,0.999842,0.999842,0.0220541,0.999842,0.0118963,0.0184341,5
AT3G52820,3.58909,0.174477,1.47249,3.23061,-4.3625,-1.28536,-0.15181,3.07714,4.21069,1.13355,0.00415009,0.407522,0.999842,0.0371458,0.00415009,0.534921,4
AT3G53040,0.0871679,0.00845989,0.268606,2.69889,-3.36509,1.62362,4.95243,4.98871,8.31751,3.3288,1,1,0.0184341,1,0.987325,0.0513685,1
AT3G53160,2.14507,0.409891,2.04682,2.82379,-2.38771,-0.0676388,0.39661,2.32007,2.78432,0.464249,0.0439841,0.999842,0.999842,0.042046,0.0104867,0.999842,3
AT3G53810,7.40141,15.4267,9.79293,17.3705,1.05956,0.403941,1.23076,-0.655616,0.171207,0.826823,0.0351302,0.9495,0.00748685,0.453095,0.999842,0.179037,6
AT3G53990,22.0128,24.3438,38.6097,62.9325,0.145213,0.810625,1.51546,0.665413,1.37025,0.70484,0.999842,0.397846,0.00225554,0.61487,0.00415009,0.440574,1
AT3G54100,3.83599,6.05328,4.54658,9.04982,0.658117,0.245184,1.23829,-0.412934,0.580173,0.993107,0.523406,0.999842,0.0118963,0.999842,0.646577,0.0540901,6
AT3G54150,0.497727,0.415106,2.37619,19.5925,-0.261876,2.25522,5.2988,2.5171,5.56068,3.04358,0.999842,0.0401162,0.00225554,0.0726837,0.00225554,0.00225554,1
AT3G54640,40.7551,58.4711,66.384,81.9796,0.520743,0.703855,1.00828,0.183112,0.487541,0.304429,0.675201,0.238457,0.0171885,0.999842,0.748724,0.999842,8
AT3G54830,20.4005,16.849,20.4772,8.39159,-0.275936,0.00541642,-1.28159,0.281353,-1.00565,-1.287,0.999842,0.999842,0.00415009,0.999842,0.0782252,0.00415009,5
AT3G55120,153.462,149.473,159.63,56.5279,-0.0379958,0.0568555,-1.44084,0.0948512,-1.40285,-1.4977,0.999842,0.999842,0.00225554,0.999842,0.00225554,0.00225554,5
AT3G55240,7.07967,3.70153,4.2144,12.0006,-0.935561,-0.748353,0.761354,0.187208,1.69692,1.50971,0.584593,0.765648,0.574382,0.999842,0.0232287,0.0522654,1
AT3G55430,15.2723,27.6926,17.7176,44.4394,0.858577,0.21426,1.54092,-0.644316,0.682341,1.32666,0.262317,0.999842,0.00225554,0.543161,0.541971,0.0132684,6
AT3G55500,0.706176,4.55914,5.19024,5.77165,2.69066,2.8777,3.03089,0.187039,0.340223,0.153184,0.0196585,0.00225554,0.00225554,0.999842,0.999842,0.999842,8
AT3G55950,2.24033,5.28198,4.71247,15.7009,1.23737,1.07277,2.80906,-0.164595,1.5717,1.73629,0.0320121,0.0636326,0.00225554,0.999842,0.00225554,0.00225554,1
AT3G55970,22.9521,42.1544,24.6299,91.1095,0.877056,0.101785,1.98897,-0.775271,1.11192,1.88719,0.3457,0.999842,0.00225554,0.408454,0.276421,0.00415009,1
AT3G56000,0.145327,0.218217,0.285339,0.84063,0.586465,0.973381,2.53217,0.386916,1.94571,1.55879,1,1,0.0401162,1,0.150264,0.271438,1
AT3G56290,1007.23,963.61,1077.15,501.188,-0.0638742,0.0968251,-1.00697,0.160699,-0.943098,-1.1038,0.999842,0.999842,0.0401162,0.999842,0.111548,0.0104867,5
AT3G56370,9.83784,9.97728,6.97951,4.36648,0.0203052,-0.495215,-1.17187,-0.51552,-1.19217,-0.676654,0.999842,0.750344,0.0232287,0.748724,0.0320121,0.427935,2
AT3G56400,54.0491,166.552,36.4722,69.9517,1.62363,-0.567474,0.372089,-2.19111,-1.25155,0.939562,0.00225554,0.633712,0.999842,0.00225554,0.0132684,0.0873508,9
AT3G56410,3.91372,8.05371,9.07091,13.9428,1.04111,1.21271,1.8329,0.171595,0.791791,0.620196,0.0873508,0.0184341,0.00225554,0.999842,0.38812,0.682467,8
AT3G56710,15.3015,93.9226,19.6475,48.287,2.6178,0.360673,1.65796,-2.25712,-0.959838,1.29729,0.00225554,0.999842,0.00225554,0.00225554,0.148489,0.0146178,9
AT3G57010,4.17877,4.671,3.10332,19.5935,0.160652,-0.429266,2.22922,-0.589918,2.06857,2.65849,0.999842,0.999842,0.00587253,0.968512,0.015928,0.00225554,1
AT3G57240,0.54862,0.0243833,0.28679,3.75223,-4.49184,-0.935812,2.77387,3.55603,7.26571,3.70968,0.807787,0.999842,0.0255307,1,0.803938,0.00587253,1
AT3G57260,38.8736,13.5708,31.5706,101.836,-1.51828,-0.300211,1.38939,1.21807,2.90767,1.6896,0.00225554,0.999842,0.00225554,0.0439841,0.00225554,0.00225554,1
AT3G57270,0.0509424,0.0476745,0,0.419427,-0.0956488,65535,3.04148,65535,3.13713,65535,1,1,0.433462,1,0.664233,0.00225554,1
AT3G57330,16.0426,27.3753,26.5669,38.7075,0.770967,0.727723,1.2707,-0.0432439,0.499736,0.54298,0.202753,0.200342,0.00225554,0.999842,0.776546,0.611304,8
AT3G57460,0.688226,0.182021,0.751549,5.1338,-1.91878,0.126984,2.89907,2.04576,4.81785,2.77209,0.482042,0.999842,0.00225554,0.409456,0.0208548,0.00415009,1
AT3G57530,18.2708,101.452,51.57,47.7532,2.47319,1.497,1.38606,-0.976189,-1.08712,-0.110935,0.00225554,0.00225554,0.00225554,0.0584616,0.0449349,0.999842,9
AT3G57880,11.0399,25.2972,19.8315,14.8176,1.19624,0.845064,0.424578,-0.35118,-0.771666,-0.420486,0.00748685,0.101929,0.809089,0.999842,0.230008,0.867271,9
AT3G58070,10.0042,6.44913,6.06874,2.86837,-0.633422,-0.721131,-1.80229,-0.0877084,-1.16887,-1.08116,0.737211,0.487365,0.0104867,0.999842,0.224759,0.212178,2
AT3G59570,1.16351,0.612546,0.785337,2.27892,-0.925591,-0.567098,0.969869,0.358493,1.89546,1.53697,0.604615,0.982566,0.243102,0.999842,0.0132684,0.0309671,1
AT3G59660,8.28126,7.99323,10.5972,19.3578,-0.051072,0.355757,1.22499,0.406829,1.27606,0.869235,0.999842,0.999842,0.00225554,0.979666,0.00415009,0.0686527,1
AT3G59820,3.03583,3.22391,3.81047,6.22635,0.0867226,0.32788,1.0363,0.241157,0.949575,0.708418,0.999842,0.999842,0.0467763,0.999842,0.134039,0.356616,1
AT3G59930,1.57036,9.07387,2.14009,24.2239,2.53062,0.446574,3.94726,-2.08405,1.41664,3.50069,0.042046,0.999842,0.00225554,0.151467,0.147916,0.00415009,1
AT3G60540,10.0044,3.29156,4.62194,15.6222,-1.6038,-1.11407,0.642963,0.48973,2.24676,1.75703,0.168128,0.426435,0.889915,0.999842,0.0196585,0.0531779,1
AT3G61185,0.26772,0,0,1.58098,65535,65535,2.56202,0,65535,65535,1,1,0.804116,1,0.00225554,0.00415009,1
AT3G61190,3.58849,17.3511,3.05925,15.6425,2.27358,-0.230196,2.12402,-2.50377,-0.149559,2.35421,0.00901084,0.999842,0.00748685,0.00225554,0.999842,0.00225554,6
AT3G61640,15.1592,37.0658,25.7011,30.0177,1.2899,0.761634,0.98562,-0.528262,-0.304276,0.223986,0.0330747,0.407522,0.15377,0.842787,0.999842,0.999842,8
AT3G61760,0.416367,0.264105,0.847902,1.5824,-0.656744,1.02604,1.92618,1.68278,2.58293,0.900143,0.999842,0.589177,0.0341157,0.215664,0.0184341,0.581726,3
AT3G61890,81.4711,17.5565,27.5864,66.8572,-2.21428,-1.56233,-0.285206,0.651956,1.92908,1.27712,0.00225554,0.00415009,0.999842,0.598777,0.00901084,0.0888337,4
AT3G62150,0.998069,1.01062,2.54528,7.3915,0.0180296,1.35061,2.88865,1.33258,2.87063,1.53804,0.999842,0.0627796,0.00225554,0.0522654,0.00225554,0.00225554,1
AT3G63060,8.86173,4.60748,7.29037,16.8016,-0.943609,-0.281596,0.922935,0.662013,1.86654,1.20453,0.36904,0.999842,0.365973,0.737211,0.00901084,0.101929,1
AT3G63210,5.87083,2.20549,2.29269,9.51619,-1.41246,-1.35652,0.696821,0.0559393,2.10928,2.05334,0.11754,0.0782252,0.770265,0.999842,0.00415009,0.00225554,1
AT3G63380,1.66559,0.89259,1.078,5.41494,-0.899964,-0.627682,1.70091,0.272282,2.60087,2.32859,0.63591,0.96064,0.0118963,0.999842,0.00225554,0.00225554,1
AT4G00050,96.9002,98.6165,79.9824,39.9897,0.0253298,-0.276816,-1.27687,-0.302146,-1.3022,-1.00005,0.999842,0.999842,0.00225554,0.999842,0.00415009,0.0208548,2
AT4G00300,15.9158,27.8161,28.4393,45.9037,0.805464,0.837428,1.52815,0.0319635,0.722688,0.690724,0.206797,0.104741,0.00225554,0.999842,0.315677,0.287345,8
AT4G00700,2.60181,0.400531,1.2849,2.83658,-2.69953,-1.01786,0.12464,1.68167,2.82417,1.1425,0.00225554,0.375597,0.999842,0.13653,0.00225554,0.210218,4
AT4G00970,2.04025,23.7825,50.996,78.9841,3.54308,4.64357,5.27475,1.10048,1.73166,0.631179,0.00225554,0.00225554,0.00225554,0.028818,0.00225554,0.461048,8
AT4G01360,5.62406,1.51048,3.11126,15.9227,-1.89661,-0.854113,1.5014,1.04249,3.398,2.35551,0.0184341,0.718466,0.0476943,0.558232,0.00225554,0.00225554,1
AT4G01460,1.46038,0.840175,0.667649,3.00354,-0.797583,-1.12918,1.04032,-0.3316,1.8379,2.1695,0.933631,0.471565,0.379342,0.999842,0.0449349,0.0146178,1
AT4G01720,2.23263,2.35804,3.81542,11.5061,0.0788438,0.773093,2.36558,0.694249,2.28673,1.59249,0.999842,0.509163,0.00225554,0.708017,0.00225554,0.00225554,1
AT4G01750,2.05831,4.04449,7.78876,18.2767,0.974501,1.91994,3.15047,0.945435,2.17597,1.23054,0.376645,0.00225554,0.00225554,0.300808,0.00225554,0.0361308,1
AT4G02200,19.0953,74.7647,37.2862,34.9289,1.96914,0.965423,0.871202,-1.00371,-1.09793,-0.0942209,0.00225554,0.0961276,0.396227,0.0820379,0.20829,0.999842,9
AT4G02280,3.1001,1.19407,1.69354,5.71754,-1.37643,-0.872276,0.88308,0.504153,2.25951,1.75536,0.108806,0.443393,0.596182,0.999842,0.00225554,0.0132684,1
AT4G02330,0.369852,1.03001,2.09236,16.6242,1.47763,2.50012,5.4902,1.02248,4.01256,2.99008,0.286469,0.00415009,0.00225554,0.451969,0.00225554,0.00225554,1
AT4G02350,8.50618,11.7781,10.7716,17.3555,0.469526,0.340649,1.02881,-0.128878,0.559282,0.68816,0.808314,0.999842,0.0232287,0.999842,0.610242,0.270608,1
AT4G02360,4.41848,17.2034,16.7457,25.4237,1.96107,1.92217,2.52455,-0.0388962,0.563482,0.602378,0.0118963,0.00748685,0.00225554,0.999842,0.880656,0.75434,8
AT4G02370,16.4113,11.4477,16.6713,37.5409,-0.519629,0.022679,1.19378,0.542308,1.71341,1.1711,0.877967,0.999842,0.0118963,0.836617,0.00225554,0.0118963,1
AT4G03210,12.8948,9.84873,8.95886,5.51708,-0.388785,-0.525407,-1.22482,-0.136622,-0.836033,-0.699411,0.999842,0.778121,0.0381382,0.999842,0.398793,0.554678,2
AT4G03540,0.543636,0,0.419797,0.705384,65535,-0.37295,0.375767,65535,65535,0.748716,0.0495276,0.999842,0.999842,1,0.00415009,0.999842,3
AT4G04220,2.13181,1.40588,2.14146,5.49785,-0.6006,0.00651969,1.36679,0.60712,1.96739,1.36027,0.912943,0.999842,0.00748685,0.894868,0.00225554,0.00901084,1
AT4G04480,0,1.40535,0.584164,3.58343,65535,65535,65535,-1.26648,1.35041,2.6169,0.00225554,0.00225554,0.00225554,0.641115,0.204291,0.0309671,6
AT4G04510,0.232805,0.14188,0.377057,2.68102,-0.71445,0.695659,3.52559,1.41011,4.24004,2.82993,1,0.999842,0.00225554,0.734883,0.0118963,0.00415009,1
AT4G04540,0.13061,0.0581165,0.121022,3.25797,-1.16825,-0.109993,4.64064,1.05825,5.80888,4.75063,1,1,0.00901084,1,0.105412,0.00225554,1
AT4G04570,20.2167,29.5415,30.9968,41.4539,0.547199,0.616573,1.03596,0.069374,0.488763,0.419389,0.636931,0.379669,0.0371458,0.999842,0.84936,0.910024,8
AT4G04750,24.8698,25.9634,19.6098,9.31836,0.0620865,-0.342821,-1.41625,-0.404908,-1.47833,-1.07342,0.999842,0.999842,0.00225554,0.999842,0.00748685,0.0430158,2
AT4G04840,145.727,342.992,506.086,289.48,1.23491,1.79612,0.9902,0.561207,-0.244711,-0.805918,0.0132684,0.00225554,0.0567395,0.832547,0.999842,0.319658,7
AT4G04960,4.06507,6.25845,5.31311,8.94292,0.622524,0.386277,1.13746,-0.236247,0.514941,0.751188,0.587146,0.999842,0.0196585,0.999842,0.762219,0.258859,6
AT4G05100,2.73411,1.4733,1.76586,5.90403,-0.892015,-0.630699,1.11063,0.261317,2.00265,1.74133,0.801152,0.999842,0.38469,0.999842,0.0266529,0.0391221,1
AT4G08555,10.7132,97.3107,11.5417,69.9188,3.18321,0.107463,2.70629,-3.07574,-0.476917,2.59883,0.00225554,0.999842,0.00225554,0.00225554,0.999842,0.00225554,6
AT4G08950,2.45667,9.27601,2.72008,7.44107,1.9168,0.146947,1.59881,-1.76986,-0.317994,1.45186,0.00901084,0.999842,0.015928,0.00587253,0.999842,0.0439841,6
AT4G09200,0.185565,0.484359,0.89297,1.44291,1.38415,2.26669,2.95899,0.882537,1.57484,0.692302,0.707151,0.0990192,0.0220541,0.984545,0.299584,0.999341,3
AT4G09570,9.0085,16.3023,14.5463,25.4286,0.855721,0.691294,1.49709,-0.164427,0.64137,0.805796,0.177969,0.320067,0.00225554,0.999842,0.460412,0.148489,6
AT4G09890,57.2103,31.5276,29.9696,21.5752,-0.85966,-0.932778,-1.4069,-0.0731176,-0.547243,-0.474126,0.205762,0.1068,0.00415009,0.999842,0.844509,0.923343,10
AT4G10250,1.64451,10.7988,19.7327,0.241438,2.71514,3.58486,-2.76793,0.869717,-5.48308,-6.35279,0.00225554,0.00225554,0.202753,0.712345,0.0381382,0.00748685,7
AT4G10500,3.16443,0.195558,0.541141,3.9593,-4.01627,-2.54787,0.323301,1.4684,4.33957,2.87117,0.0531779,0.00225554,0.999842,0.749324,0.0458466,0.00225554,4
AT4G11000,0.771026,3.78894,5.33334,9.62304,2.29694,2.79019,3.64164,0.493243,1.3447,0.851454,0.0330747,0.00225554,0.00225554,0.999842,0.0330747,0.269295,8
AT4G11070,0.175812,0.430768,0.400602,1.51371,1.29288,1.18814,3.10599,-0.104742,1.81311,1.91785,0.87739,0.87445,0.0467763,0.999842,0.296336,0.164776,1
AT4G11170,0.143172,0.0495308,0.189566,0.598859,-1.53135,0.404952,2.06447,1.93631,3.59582,1.65951,1,1,0.0903116,1,0.0401162,0.366995,1
AT4G11280,8.05147,158.628,19.3455,48.7069,4.30025,1.26467,2.5968,-3.03558,-1.70345,1.33213,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.0171885,9
AT4G11320,0.330303,2.27827,1.18428,9.12087,2.78608,1.84215,4.78731,-0.943924,2.00123,2.94516,0.0171885,0.122715,0.00225554,0.684807,0.00415009,0.00225554,1
AT4G11330,7.79793,14.5633,15.5119,23.7369,0.901173,0.99221,1.60597,0.0910368,0.704796,0.613759,0.149645,0.0458466,0.00225554,0.999842,0.346722,0.442116,8
AT4G11370,2.09136,3.14053,3.50709,13.3544,0.586563,0.745831,2.6748,0.159268,2.08823,1.92896,0.999842,0.936471,0.00225554,0.999842,0.0132684,0.00901084,1
AT4G11470,0,2.15666,1.9109,3.19194,65535,65535,65535,-0.174544,0.565636,0.74018,0.00225554,0.00225554,0.00225554,0.999842,0.968041,0.663271,8
AT4G11521,1.37113,8.13923,9.56701,21.8767,2.56952,2.8027,3.99596,0.233176,1.42643,1.19326,0.00225554,0.00225554,0.00225554,0.999842,0.00587253,0.0118963,1
AT4G11660,22.7849,42.0843,47.3937,14.2244,0.885207,1.05662,-0.679708,0.171414,-1.56492,-1.73633,0.249058,0.217105,0.576898,0.999842,0.015928,0.00587253,7
AT4G11890,11.9332,3.41824,7.44763,46.4864,-1.80366,-0.68013,1.96183,1.12353,3.76548,2.64195,0.00225554,0.538467,0.00225554,0.184413,0.00225554,0.00225554,1
AT4G11910,4.13544,0.309848,3.12235,5.96206,-3.73841,-0.405407,0.52777,3.333,4.26618,0.933177,0.0104867,0.999842,0.999842,0.0118963,0.00225554,0.73692,3
AT4G11911,0,0.943772,1.01275,1.65242,65535,65535,65535,0.101775,0.808069,0.706293,0.00225554,0.00225554,0.00225554,0.999842,0.999842,0.999842,8
